Student_ID,Subject,Exam_Score,Homework_Completion_pct,Full_Name,Grade_Level,Attendance_Rate_%,Overall_Attendance_Rate_%,Homework_Done_Rate_%
S11366,Math,90.0,100.0,Carl Brown,Grade 2,50.0,20.7,33.3
S11367,History,78.5,42.5,Ashley Hardy,Grade 2,75.0,35.3,0.0
S11367,Math,75.0,95.0,Ashley Hardy,Grade 2,40.0,35.3,0.0
S11368,English,107.33333333333333,86.66666666666667,Wesley Davis,Grade 3,50.0,21.4,40.0
S11368,History,66.0,100.0,Wesley Davis,Grade 3,0.0,21.4,40.0
S11368,Math,50.0,90.0,Wesley Davis,Grade 3,14.3,21.4,40.0
S11369,Arabic,78.0,92.5,Tamara Stewart,Grade 3,16.7,29.6,40.0
S11369,Geography,70.0,90.0,Tamara Stewart,Grade 3,50.0,29.6,40.0
S11369,Math,81.0,95.0,Tamara Stewart,Grade 3,33.3,29.6,40.0
S11369,Science,45.0,95.0,Tamara Stewart,Grade 3,33.3,29.6,40.0
S11370,Science,73.5,85.0,Jonathan Hicks,Grade 4,0.0,12.0,50.0
S11371,English,69.0,100.0,Brandon Mccoy,Grade 4,50.0,41.7,20.0
S11371,Math,44.0,80.0,Brandon Mccoy,Grade 4,33.3,41.7,20.0
S11372,Geography,80.0,100.0,Luis Wang,Grade 2,33.3,35.3,50.0
S11372,Science,72.0,95.0,Luis Wang,Grade 2,100.0,35.3,50.0
S11373,English,74.0,100.0,jennifer carson,Grade 3,0.0,20.0,12.5
S11374,Arabic,86.0,93.33333333333333,Donna Vega,Grade 2,50.0,28.6,38.5
S11374,English,82.0,80.0,Donna Vega,Grade 2,22.2,28.6,38.5
S11375,Geography,67.0,100.0,Dana Gregory,Grade 3,50.0,22.6,0.0
S11375,Math,83.0,-5.0,Dana Gregory,Grade 3,42.9,22.6,0.0
S11376,English,51.5,37.5,Brandon Martinez,Grade 1,42.9,34.1,33.3
S11376,Geography,89.0,-5.0,Brandon Martinez,Grade 1,40.0,34.1,33.3
S11376,History,92.0,95.0,Brandon Martinez,Grade 1,0.0,34.1,33.3
S11376,Math,79.5,92.5,Brandon Martinez,Grade 1,45.5,34.1,33.3
S11377,History,67.0,42.5,Carol Ramirez,Grade 3,57.1,30.8,0.0
S11377,Science,79.5,-5.0,Carol Ramirez,Grade 3,40.0,30.8,0.0
S11378,History,98.0,100.0,Tanner Hernandez,Grade 5,33.3,23.1,50.0
S11378,Science,82.0,95.0,Tanner Hernandez,Grade 5,0.0,23.1,50.0
S11379,English,84.0,95.0,Jill Mora,Grade 4,50.0,21.4,50.0
S11379,History,99.0,90.0,Jill Mora,Grade 4,0.0,21.4,50.0
S11380,Geography,104.0,100.0,jeffrey cobb,Grade 5,33.3,16.7,20.0
S11380,Science,73.0,100.0,jeffrey cobb,Grade 5,0.0,16.7,20.0
S11381,Science,76.0,90.0,Brenda Lawrence,Grade 5,0.0,18.9,50.0
S11382,Arabic,82.0,80.0,Scott Diaz,Grade 3,14.3,16.1,22.2
S11382,Geography,87.0,100.0,Scott Diaz,Grade 3,0.0,16.1,22.2
S11383,Geography,67.0,95.0,John Leon,Grade 5,28.6,25.0,50.0
S11383,Math,59.0,95.0,John Leon,Grade 5,66.7,25.0,50.0
S11383,Science,67.0,90.0,John Leon,Grade 5,14.3,25.0,50.0
S11384,English,102.0,80.0,Danielle Wells,Grade 5,33.3,25.0,50.0
S11384,Geography,62.0,80.0,Danielle Wells,Grade 5,22.2,25.0,50.0
S11384,History,55.0,87.5,Danielle Wells,Grade 5,75.0,25.0,50.0
S11384,Math,42.0,-5.0,Danielle Wells,Grade 5,0.0,25.0,50.0
S11384,Science,45.0,95.0,Danielle Wells,Grade 5,0.0,25.0,50.0
S11385,Arabic,67.0,90.0,Lisa Vazquez,Grade 1,0.0,14.8,45.5
S11385,English,58.5,97.5,Lisa Vazquez,Grade 1,50.0,14.8,45.5
S11385,History,51.0,-5.0,Lisa Vazquez,Grade 1,0.0,14.8,45.5
S11385,Science,49.0,-5.0,Lisa Vazquez,Grade 1,50.0,14.8,45.5
S11386,English,82.0,-5.0,Cheryl Harris,Grade 1,20.0,27.8,33.3
S11386,History,41.0,100.0,Cheryl Harris,Grade 1,0.0,27.8,33.3
S11386,Science,101.0,-5.0,Cheryl Harris,Grade 1,33.3,27.8,33.3
S11387,Geography,78.0,80.0,Frances Howard,Grade 5,16.7,30.6,66.7
S11387,Math,80.66666666666667,90.0,Frances Howard,Grade 5,37.5,30.6,66.7
S11387,Science,44.0,-5.0,Frances Howard,Grade 5,42.9,30.6,66.7
S11389,Arabic,56.0,100.0,Elizabeth Brown,Grade 3,42.9,34.3,40.0
S11389,Geography,71.33333333333333,91.66666666666667,Elizabeth Brown,Grade 3,14.3,34.3,40.0
S11389,Math,88.0,80.0,Elizabeth Brown,Grade 3,50.0,34.3,40.0
S11390,English,98.0,80.0,Shawn Edwards,Grade 3,0.0,20.7,0.0
S11390,Geography,82.0,80.0,Shawn Edwards,Grade 3,33.3,20.7,0.0
S11390,History,95.0,90.0,Shawn Edwards,Grade 3,25.0,20.7,0.0
S11391,Geography,77.0,100.0,Debra Johnson,Grade 4,0.0,17.4,50.0
S11391,History,55.0,88.33333333333333,Debra Johnson,Grade 4,16.7,17.4,50.0
S11391,Science,50.0,80.0,Debra Johnson,Grade 4,20.0,17.4,50.0
S11392,Arabic,75.0,80.0,Nicole Glass,Grade 1,25.0,31.2,40.0
S11392,English,61.0,90.0,Nicole Glass,Grade 1,50.0,31.2,40.0
S11392,Geography,49.0,95.0,Nicole Glass,Grade 1,40.0,31.2,40.0
S11392,History,82.5,97.5,Nicole Glass,Grade 1,0.0,31.2,40.0
S11393,Arabic,85.0,60.0,Rachel Patton,Grade 2,20.0,17.6,20.0
S11393,Geography,102.0,100.0,Rachel Patton,Grade 2,25.0,17.6,20.0
S11394,Arabic,99.0,95.0,Scott Gordon,Grade 4,22.2,26.3,0.0
S11394,Geography,43.0,80.0,Scott Gordon,Grade 4,40.0,26.3,0.0
S11394,History,90.0,95.0,Scott Gordon,Grade 4,0.0,26.3,0.0
S11394,Science,103.0,100.0,Scott Gordon,Grade 4,60.0,26.3,0.0
S11395,Geography,92.0,-5.0,Patricia Oneal,Grade 5,28.6,27.3,25.0
S11395,Science,54.0,90.0,Patricia Oneal,Grade 5,66.7,27.3,25.0
S11396,History,88.0,-5.0,Wendy Barr,Grade 2,0.0,10.7,20.0
S11397,Arabic,83.0,100.0,Andrew Ortiz,Grade 3,25.0,19.4,0.0
S11397,Math,106.0,-5.0,Andrew Ortiz,Grade 3,33.3,19.4,0.0
S11397,Science,82.0,-5.0,Andrew Ortiz,Grade 3,40.0,19.4,0.0
S11398,Geography,87.0,90.0,Shane Holland,Grade 4,55.6,33.3,25.0
S11399,Arabic,62.0,95.0,jason riley,Grade 2,28.6,23.8,33.3
S11399,History,83.0,100.0,jason riley,Grade 2,0.0,23.8,33.3
S11400,History,91.0,-5.0,Dr. Donald Walker,Grade 3,75.0,29.6,37.5
S11400,Math,63.0,80.0,Dr. Donald Walker,Grade 3,0.0,29.6,37.5
S11400,Science,99.0,95.0,Dr. Donald Walker,Grade 3,50.0,29.6,37.5
S11401,English,97.0,100.0,Connie Mccarty,Grade 3,37.5,24.0,33.3
S11401,Geography,79.0,85.0,Connie Mccarty,Grade 3,0.0,24.0,33.3
S11401,Math,75.0,95.0,Connie Mccarty,Grade 3,50.0,24.0,33.3
S11402,Science,90.0,100.0,Alex Adams,Grade 1,0.0,25.0,25.0
S11403,Arabic,54.0,-5.0,Kelly Ellis,Grade 1,37.5,41.7,55.6
S11403,Geography,77.0,80.0,Kelly Ellis,Grade 1,25.0,41.7,55.6
S11403,Math,49.0,-5.0,Kelly Ellis,Grade 1,0.0,41.7,55.6
S11404,Geography,109.0,-5.0,Robyn Lopez,Grade 3,50.0,26.5,33.3
S11405,Math,73.0,90.0,Wanda Pierce,Grade 1,33.3,23.5,
S11407,English,65.0,-5.0,April Ross,Grade 4,0.0,11.5,
S11407,Math,55.0,80.0,April Ross,Grade 4,0.0,11.5,
S11407,Science,57.0,100.0,April Ross,Grade 4,25.0,11.5,
S11408,English,59.0,95.0,nancy dickerson,Grade 5,0.0,29.0,33.3
S11408,Science,78.0,47.5,nancy dickerson,Grade 5,0.0,29.0,33.3
S11409,Arabic,65.0,95.0,Michael Richardson,Grade 5,16.7,25.9,42.9
S11409,History,89.0,37.5,Michael Richardson,Grade 5,50.0,25.9,42.9
S11409,Science,72.0,80.0,Michael Richardson,Grade 5,20.0,25.9,42.9
S11410,Science,89.0,47.5,michael wood,Grade 3,28.6,30.0,50.0
S11411,Geography,56.0,100.0,Daniel Vang,Grade 4,60.0,18.2,50.0
S11411,History,99.0,-5.0,Daniel Vang,Grade 4,0.0,18.2,50.0
S11411,Math,88.5,45.0,Daniel Vang,Grade 4,50.0,18.2,50.0
S11412,English,75.25,67.5,David King,Grade 4,50.0,36.4,0.0
S11412,Geography,46.0,-5.0,David King,Grade 4,40.0,36.4,0.0
S11412,History,84.0,80.0,David King,Grade 4,0.0,36.4,0.0
S11412,Math,65.0,95.0,David King,Grade 4,75.0,36.4,0.0
S11412,Science,64.0,80.0,David King,Grade 4,37.5,36.4,0.0
S11413,Math,60.5,97.5,Alec Berger DDS,Grade 2,0.0,21.2,25.0
S11414,Arabic,81.66666666666667,88.33333333333333,Vanessa Davis,Grade 2,33.3,13.8,0.0
S11415,Arabic,85.0,80.0,Madeline Liu,Grade 3,30.0,17.6,33.3
S11415,Geography,86.0,100.0,Madeline Liu,Grade 3,50.0,17.6,33.3
S11415,Science,52.0,80.0,Madeline Liu,Grade 3,28.6,17.6,33.3
S11416,Arabic,45.0,80.0,William Caldwell,Grade 5,20.0,25.0,0.0
S11416,Geography,102.0,-5.0,William Caldwell,Grade 5,0.0,25.0,0.0
S11416,History,47.0,100.0,William Caldwell,Grade 5,50.0,25.0,0.0
S11416,Science,63.666666666666664,56.666666666666664,William Caldwell,Grade 5,33.3,25.0,0.0
S11417,Arabic,82.5,47.5,anthony chavez,Grade 5,28.6,29.2,0.0
S11417,Math,58.5,90.0,anthony chavez,Grade 5,0.0,29.2,0.0
S11419,History,84.0,100.0,Anna Gill,Grade 5,50.0,29.0,25.0
S11420,Arabic,76.0,-5.0,jonathan carter,Grade 5,0.0,18.5,66.7
S11420,Geography,94.0,90.0,jonathan carter,Grade 5,33.3,18.5,66.7
S11420,History,67.33333333333333,96.66666666666667,jonathan carter,Grade 5,16.7,18.5,66.7
S11420,Math,62.0,100.0,jonathan carter,Grade 5,14.3,18.5,66.7
S11421,Arabic,63.0,100.0,Brenda Lowery,Grade 3,0.0,12.5,16.7
S11421,English,56.0,100.0,Brenda Lowery,Grade 3,0.0,12.5,16.7
S11421,Math,102.0,95.0,Brenda Lowery,Grade 3,0.0,12.5,16.7
S11422,English,80.0,100.0,David Singleton,Grade 3,18.2,28.6,50.0
S11422,History,81.0,90.0,David Singleton,Grade 3,33.3,28.6,50.0
S11423,English,73.0,100.0,Melvin Oconnor,Grade 5,20.0,21.4,45.5
S11424,English,67.0,-5.0,Michael Paul,Grade 1,20.0,12.0,40.0
S11424,History,82.0,-5.0,Michael Paul,Grade 1,0.0,12.0,40.0
S11424,Science,77.5,37.5,Michael Paul,Grade 1,0.0,12.0,40.0
S11425,Arabic,74.5,95.0,Michelle Hammond,Grade 1,33.3,43.3,50.0
S11425,English,102.0,95.0,Michelle Hammond,Grade 1,25.0,43.3,50.0
S11425,Geography,57.0,-5.0,Michelle Hammond,Grade 1,16.7,43.3,50.0
S11426,Arabic,94.0,90.0,Jessica Jenkins,Grade 2,20.0,19.4,50.0
S11426,Math,58.0,100.0,Jessica Jenkins,Grade 2,0.0,19.4,50.0
S11427,Arabic,101.0,80.0,Brittany Williams,Grade 4,50.0,36.4,25.0
S11427,English,59.5,45.0,Brittany Williams,Grade 4,57.1,36.4,25.0
S11427,History,92.0,100.0,Brittany Williams,Grade 4,33.3,36.4,25.0
S11428,Arabic,62.0,-5.0,Cynthia Scott,Grade 1,33.3,8.3,0.0
S11428,English,104.0,80.0,Cynthia Scott,Grade 1,0.0,8.3,0.0
S11428,Geography,77.0,100.0,Cynthia Scott,Grade 1,0.0,8.3,0.0
S11428,History,43.0,95.0,Cynthia Scott,Grade 1,0.0,8.3,0.0
S11428,Math,95.0,95.0,Cynthia Scott,Grade 1,0.0,8.3,0.0
S11429,Geography,80.5,85.0,Donald Green,Grade 4,66.7,29.4,42.9
S11429,Math,95.0,100.0,Donald Green,Grade 4,0.0,29.4,42.9
S11429,Science,106.0,90.0,Donald Green,Grade 4,33.3,29.4,42.9
S11431,Arabic,72.5,90.0,Lynn Martinez,Grade 5,33.3,25.0,16.7
S11431,English,65.0,100.0,Lynn Martinez,Grade 5,33.3,25.0,16.7
S11432,Geography,64.0,95.0,jeremy brown,Grade 4,50.0,29.2,50.0
S11432,History,93.0,95.0,jeremy brown,Grade 4,40.0,29.2,50.0
S11432,Math,95.0,100.0,jeremy brown,Grade 4,0.0,29.2,50.0
S11433,History,67.5,47.5,Joy Rodriguez,Grade 5,20.0,33.3,25.0
S11433,Math,90.66666666666667,65.0,Joy Rodriguez,Grade 5,50.0,33.3,25.0
S11434,English,93.0,90.0,Robert Young,Grade 1,0.0,29.2,50.0
S11434,Geography,67.5,97.5,Robert Young,Grade 1,0.0,29.2,50.0
S11434,Math,81.0,90.0,Robert Young,Grade 1,40.0,29.2,50.0
S11434,Science,55.0,90.0,Robert Young,Grade 1,33.3,29.2,50.0
S11435,History,100.0,-5.0,Autumn Davis,Grade 3,25.0,23.1,0.0
S11436,Arabic,93.0,95.0,Todd Price,Grade 3,16.7,28.3,16.7
S11436,English,90.0,90.0,Todd Price,Grade 3,0.0,28.3,16.7
S11436,Geography,57.0,80.0,Todd Price,Grade 3,0.0,28.3,16.7
S11437,Geography,102.0,80.0,Taylor Smith,Grade 4,50.0,20.8,75.0
S11437,History,86.0,-5.0,Taylor Smith,Grade 4,33.3,20.8,75.0
S11437,Math,96.0,-5.0,Taylor Smith,Grade 4,33.3,20.8,75.0
S11438,Geography,76.0,95.0,Catherine Friedman,Grade 1,33.3,25.9,42.9
S11438,Science,99.0,90.0,Catherine Friedman,Grade 1,20.0,25.9,42.9
S11439,Geography,64.0,95.0,Alice Ortiz DVM,Grade 3,25.0,29.4,28.6
S11439,Math,42.0,95.0,Alice Ortiz DVM,Grade 3,33.3,29.4,28.6
S11440,Math,44.0,-5.0,Robert Padilla,Grade 4,75.0,32.4,33.3
S11440,Science,92.0,100.0,Robert Padilla,Grade 4,0.0,32.4,33.3
S11441,Arabic,109.0,-5.0,Nathan Lewis,Grade 2,40.0,23.8,0.0
S11441,English,96.0,95.0,Nathan Lewis,Grade 2,25.0,23.8,0.0
S11441,Geography,98.5,95.0,Nathan Lewis,Grade 2,0.0,23.8,0.0
S11441,Math,80.0,100.0,Nathan Lewis,Grade 2,50.0,23.8,0.0
S11442,Science,86.0,95.0,jessica freeman,Grade 1,33.3,23.3,25.0
S11443,Arabic,44.0,95.0,Michael Ferguson,Grade 2,50.0,27.8,66.7
S11443,History,73.0,100.0,Michael Ferguson,Grade 2,50.0,27.8,66.7
S11443,Math,91.0,90.0,Michael Ferguson,Grade 2,25.0,27.8,66.7
S11443,Science,72.0,-5.0,Michael Ferguson,Grade 2,50.0,27.8,66.7
S11444,Arabic,93.0,-5.0,Alan Mitchell,Grade 5,40.0,30.8,25.0
S11444,Geography,65.0,90.0,Alan Mitchell,Grade 5,33.3,30.8,25.0
S11444,Science,71.75,43.75,Alan Mitchell,Grade 5,50.0,30.8,25.0
S11445,English,95.0,90.0,Samantha Long,Grade 2,0.0,13.9,25.0
S11445,History,76.0,-5.0,Samantha Long,Grade 2,0.0,13.9,25.0
S11447,Arabic,44.0,80.0,Christine Martin,Grade 2,16.7,20.0,50.0
S11447,Geography,96.0,90.0,Christine Martin,Grade 2,28.6,20.0,50.0
S11448,Arabic,70.33333333333333,63.333333333333336,George Larsen,Grade 3,0.0,11.1,12.5
S11448,History,63.5,80.0,George Larsen,Grade 3,33.3,11.1,12.5
S11448,Math,69.0,-5.0,George Larsen,Grade 3,0.0,11.1,12.5
S11449,English,90.0,90.0,Justin Harrington,Grade 4,16.7,12.1,50.0
S11449,Geography,100.0,92.5,Justin Harrington,Grade 4,0.0,12.1,50.0
S11449,Math,62.0,90.0,Justin Harrington,Grade 4,0.0,12.1,50.0
S11449,Science,70.0,90.0,Justin Harrington,Grade 4,0.0,12.1,50.0
S11450,Geography,59.0,-5.0,Donald Wise,Grade 5,50.0,23.1,33.3
S11451,English,103.5,92.5,Andrew Mora,Grade 1,25.0,36.8,20.0
S11451,Science,61.0,90.0,Andrew Mora,Grade 1,80.0,36.8,20.0
S11452,English,70.66666666666667,30.0,Tracey Carr,Grade 2,62.5,50.0,33.3
S11452,Math,95.0,80.0,Tracey Carr,Grade 2,50.0,50.0,33.3
S11452,Science,98.0,95.0,Tracey Carr,Grade 2,50.0,50.0,33.3
S11453,Geography,70.0,90.0,Kenneth Washington,Grade 2,14.3,13.3,41.7
S11453,Math,62.0,80.0,Kenneth Washington,Grade 2,40.0,13.3,41.7
S11454,Math,76.0,90.0,Reginald Stone,Grade 5,25.0,18.8,0.0
S11456,Arabic,81.0,100.0,Dr. Haley Tapia,Grade 4,0.0,18.2,25.0
S11456,English,97.0,90.0,Dr. Haley Tapia,Grade 4,16.7,18.2,25.0
S11456,Geography,76.0,56.666666666666664,Dr. Haley Tapia,Grade 4,0.0,18.2,25.0
S11456,Science,44.0,-5.0,Dr. Haley Tapia,Grade 4,28.6,18.2,25.0
S11457,Geography,92.0,90.0,Jeffrey Moore,Grade 2,38.5,20.5,42.9
S11457,History,62.0,80.0,Jeffrey Moore,Grade 2,12.5,20.5,42.9
S11457,Science,106.0,95.0,Jeffrey Moore,Grade 2,25.0,20.5,42.9
S11458,English,40.0,-5.0,Melissa Miller,Grade 1,37.5,26.1,14.3
S11459,Arabic,101.0,80.0,Jonathan Wong,Grade 2,20.0,22.2,14.3
S11459,English,79.0,95.0,Jonathan Wong,Grade 2,40.0,22.2,14.3
S11459,Geography,97.0,-5.0,Jonathan Wong,Grade 2,16.7,22.2,14.3
S11460,English,69.0,95.0,Craig Peterson,Grade 3,33.3,30.0,40.0
S11460,Geography,77.0,80.0,Craig Peterson,Grade 3,40.0,30.0,40.0
S11460,History,82.0,80.0,Craig Peterson,Grade 3,50.0,30.0,40.0
S11460,Science,103.0,80.0,Craig Peterson,Grade 3,22.2,30.0,40.0
S11461,Arabic,86.0,-5.0,Michael Hansen,Grade 2,50.0,33.3,0.0
S11461,History,85.5,97.5,Michael Hansen,Grade 2,33.3,33.3,0.0
S11462,English,75.25,67.5,Philip Cooper,Grade 4,16.7,28.1,33.3
S11462,Science,62.0,61.666666666666664,Philip Cooper,Grade 4,33.3,28.1,33.3
S11463,Arabic,67.0,96.66666666666667,Sandra Davis,Grade 2,25.0,10.5,33.3
S11463,English,47.0,80.0,Sandra Davis,Grade 2,0.0,10.5,33.3
S11463,Geography,65.0,90.0,Sandra Davis,Grade 2,0.0,10.5,33.3
S11463,History,100.0,90.0,Sandra Davis,Grade 2,20.0,10.5,33.3
S11463,Math,51.0,-5.0,Sandra Davis,Grade 2,16.7,10.5,33.3
S11464,Arabic,40.0,90.0,tara newman,Grade 3,14.3,25.0,33.3
S11464,History,48.0,95.0,tara newman,Grade 3,25.0,25.0,33.3
S11464,Math,71.0,90.0,tara newman,Grade 3,0.0,25.0,33.3
S11464,Science,99.0,90.0,tara newman,Grade 3,33.3,25.0,33.3
S11465,Arabic,65.0,90.0,Ray Melton,Grade 1,0.0,10.0,
S11465,Geography,41.0,-5.0,Ray Melton,Grade 1,0.0,10.0,
S11465,Math,64.0,37.5,Ray Melton,Grade 1,14.3,10.0,
S11465,Science,100.0,80.0,Ray Melton,Grade 1,0.0,10.0,
S11466,Arabic,75.0,-5.0,April Roberts,Grade 3,20.0,33.3,66.7
S11466,English,75.0,95.0,April Roberts,Grade 3,40.0,33.3,66.7
S11466,History,62.0,90.0,April Roberts,Grade 3,50.0,33.3,66.7
S11466,Science,69.0,95.0,April Roberts,Grade 3,33.3,33.3,66.7
S11467,Arabic,92.5,47.5,elizabeth evans,Grade 5,0.0,24.2,12.5
S11467,History,69.0,92.5,elizabeth evans,Grade 5,0.0,24.2,12.5
S11467,Math,77.0,-5.0,elizabeth evans,Grade 5,40.0,24.2,12.5
S11468,English,103.0,90.0,Angela Spencer,Grade 3,50.0,29.6,33.3
S11468,History,98.0,100.0,Angela Spencer,Grade 3,0.0,29.6,33.3
S11468,Math,43.0,-5.0,Angela Spencer,Grade 3,20.0,29.6,33.3
S11469,Science,80.0,95.0,kirk phillips,Grade 2,33.3,28.6,60.0
S11470,Arabic,71.0,80.0,Kelly Barnett,Grade 4,57.1,31.1,40.0
S11470,English,88.0,100.0,Kelly Barnett,Grade 4,28.6,31.1,40.0
S11470,History,44.0,100.0,Kelly Barnett,Grade 4,16.7,31.1,40.0
S11470,Math,69.0,-5.0,Kelly Barnett,Grade 4,22.2,31.1,40.0
S11470,Science,64.0,90.0,Kelly Barnett,Grade 4,33.3,31.1,40.0
S11471,Arabic,76.5,95.0,Kelly Gray,Grade 2,33.3,41.9,100.0
S11471,English,44.0,90.0,Kelly Gray,Grade 2,28.6,41.9,100.0
S11471,Geography,42.0,90.0,Kelly Gray,Grade 2,33.3,41.9,100.0
S11472,Geography,99.0,90.0,Dustin Lopez PhD,Grade 2,62.5,36.4,0.0
S11472,History,100.0,90.0,Dustin Lopez PhD,Grade 2,33.3,36.4,0.0
S11473,Arabic,69.5,45.0,Timothy Greer,Grade 4,0.0,29.4,53.8
S11473,English,84.0,95.0,Timothy Greer,Grade 4,50.0,29.4,53.8
S11473,Math,102.0,-5.0,Timothy Greer,Grade 4,42.9,29.4,53.8
S11474,Arabic,50.0,90.0,Rebecca Fox,Grade 5,50.0,16.0,66.7
S11474,English,101.0,100.0,Rebecca Fox,Grade 5,20.0,16.0,66.7
S11474,Geography,80.5,92.5,Rebecca Fox,Grade 5,0.0,16.0,66.7
S11474,History,109.0,90.0,Rebecca Fox,Grade 5,40.0,16.0,66.7
S11475,Science,67.0,-5.0,Selena Berry,Grade 2,66.7,20.0,28.6
S11476,Geography,41.0,95.0,Patricia Brown,Grade 1,25.0,21.7,33.3
S11477,Arabic,48.0,95.0,Pamela Murray,Grade 2,0.0,27.6,0.0
S11477,Math,97.0,90.0,Pamela Murray,Grade 2,40.0,27.6,0.0
S11477,Science,88.5,92.5,Pamela Murray,Grade 2,42.9,27.6,0.0
S11478,Geography,76.0,80.0,jennifer reid,Grade 1,33.3,18.4,0.0
S11479,Geography,81.0,-5.0,Eric Perry,Grade 5,0.0,17.6,33.3
S11479,Science,40.0,-5.0,Eric Perry,Grade 5,20.0,17.6,33.3
S11480,Arabic,94.5,47.5,Ryan Hill,Grade 5,0.0,18.2,0.0
S11480,English,72.0,80.0,Ryan Hill,Grade 5,20.0,18.2,0.0
S11480,Math,72.0,80.0,Ryan Hill,Grade 5,33.3,18.2,0.0
S11481,Arabic,102.0,-5.0,Yolanda Alexander,Grade 1,16.7,30.6,28.6
S11481,History,79.0,95.0,Yolanda Alexander,Grade 1,50.0,30.6,28.6
S11481,Science,64.5,100.0,Yolanda Alexander,Grade 1,16.7,30.6,28.6
S11482,English,85.0,95.0,Julia Romero,Grade 1,0.0,25.0,50.0
S11482,Geography,95.0,-5.0,Julia Romero,Grade 1,33.3,25.0,50.0
S11482,History,54.5,37.5,Julia Romero,Grade 1,,25.0,50.0
S11483,Geography,91.0,100.0,Courtney Smith,Grade 2,20.0,24.2,25.0
S11483,History,93.0,92.5,Courtney Smith,Grade 2,33.3,24.2,25.0
S11484,Arabic,42.0,90.0,Andrew Morrison,Grade 5,50.0,40.5,16.7
S11484,Science,77.0,100.0,Andrew Morrison,Grade 5,33.3,40.5,16.7
S11485,English,45.0,90.0,Catherine Ross,Grade 2,0.0,17.4,20.0
S11485,History,92.0,95.0,Catherine Ross,Grade 2,20.0,17.4,20.0
S11487,Arabic,80.0,90.0,James Palmer,Grade 4,20.0,19.4,20.0
S11487,English,67.0,80.0,James Palmer,Grade 4,25.0,19.4,20.0
S11487,History,41.0,90.0,James Palmer,Grade 4,0.0,19.4,20.0
S11487,Math,57.0,80.0,James Palmer,Grade 4,0.0,19.4,20.0
S11488,English,68.0,90.0,Laura Fisher,Grade 2,20.0,22.9,50.0
S11488,Geography,99.0,-5.0,Laura Fisher,Grade 2,0.0,22.9,50.0
S11488,Math,87.5,90.0,Laura Fisher,Grade 2,28.6,22.9,50.0
S11488,Science,91.0,100.0,Laura Fisher,Grade 2,16.7,22.9,50.0
S11489,Science,62.0,80.0,Ryan Neal,Grade 1,50.0,20.0,25.0
S11490,Arabic,106.0,80.0,Zachary Jimenez,Grade 2,20.0,40.0,66.7
S11490,English,57.0,-5.0,Zachary Jimenez,Grade 2,66.7,40.0,66.7
S11490,History,104.0,90.0,Zachary Jimenez,Grade 2,11.1,40.0,66.7
S11490,Math,77.25,71.25,Zachary Jimenez,Grade 2,100.0,40.0,66.7
S11491,Arabic,66.0,42.5,Mrs. Michelle Griffin,Grade 2,37.5,30.8,33.3
S11491,Geography,45.0,90.0,Mrs. Michelle Griffin,Grade 2,44.4,30.8,33.3
S11491,Science,78.5,87.5,Mrs. Michelle Griffin,Grade 2,20.0,30.8,33.3
S11492,Math,76.5,45.0,Diana Hunt,Grade 1,33.3,20.0,100.0
S11493,Arabic,79.5,45.0,Belinda Miranda,Grade 3,33.3,27.6,100.0
S11494,English,68.5,45.0,jeffrey hendricks,Grade 5,25.0,35.3,20.0
S11494,Geography,70.0,95.0,jeffrey hendricks,Grade 5,50.0,35.3,20.0
S11494,Science,83.0,80.0,jeffrey hendricks,Grade 5,33.3,35.3,20.0
S11495,Math,55.0,95.0,Kristen Carpenter,Grade 1,0.0,25.0,50.0
S11495,Science,63.0,95.0,Kristen Carpenter,Grade 1,33.3,25.0,50.0
S11496,Arabic,53.0,80.0,David Lewis,Grade 5,50.0,32.1,100.0
S11496,History,75.0,95.0,David Lewis,Grade 5,0.0,32.1,100.0
S11496,Math,42.0,95.0,David Lewis,Grade 5,50.0,32.1,100.0
S11496,Science,53.0,95.0,David Lewis,Grade 5,40.0,32.1,100.0
S11497,Geography,85.0,90.0,Amy Nguyen,Grade 4,0.0,25.0,16.7
S11498,Arabic,95.0,95.0,William Martin,Grade 3,0.0,22.2,42.9
S11498,Geography,73.0,58.333333333333336,William Martin,Grade 3,20.0,22.2,42.9
S11498,History,51.0,100.0,William Martin,Grade 3,50.0,22.2,42.9
S11498,Math,96.0,100.0,William Martin,Grade 3,0.0,22.2,42.9
S11499,Arabic,103.0,90.0,Mrs. Sheryl Mcintosh MD,Grade 2,0.0,22.9,50.0
S11499,English,86.0,95.0,Mrs. Sheryl Mcintosh MD,Grade 2,40.0,22.9,50.0
S11499,Geography,44.0,100.0,Mrs. Sheryl Mcintosh MD,Grade 2,33.3,22.9,50.0
S11499,Science,86.0,90.0,Mrs. Sheryl Mcintosh MD,Grade 2,20.0,22.9,50.0
S11500,Arabic,109.0,80.0,Theresa Roach,Grade 1,25.0,44.0,0.0
S11500,History,58.0,100.0,Theresa Roach,Grade 1,60.0,44.0,0.0
S11500,Math,70.0,90.0,Theresa Roach,Grade 1,100.0,44.0,0.0
S11500,Science,88.0,95.0,Theresa Roach,Grade 1,42.9,44.0,0.0
S11501,Arabic,64.0,90.0,Christopher Tyler,Grade 5,20.0,28.1,0.0
S11501,Geography,73.0,90.0,Christopher Tyler,Grade 5,40.0,28.1,0.0
S11501,History,62.0,100.0,Christopher Tyler,Grade 5,50.0,28.1,0.0
